City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
207,angoche,-16.2325,39.9086,76.84,77,5,12.84,MZ,1667859625
208,coxim,-18.5067,-54.76,83.79,26,40,5.77,BR,1667859625
209,port-gentil,-0.7193,8.7815,80.56,89,40,6.91,GA,1667859626
210,soe,-9.8607,124.284,68.67,86,100,2.13,ID,1667859626
211,banda aceh,5.5577,95.3222,78.93,77,100,7.76,ID,1667859627
212,gravdal,68.1214,13.5031,37.29,93,20,6.91,NO,1667859627
213,katangli,51.7102,143.2326,21.22,86,17,8.68,RU,1667859627
214,hilo,19.7297,-155.09,81.25,73,40,5.99,US,1667859329
215,batemans bay,-35.7167,150.1833,63.1,66,6,3.53,AU,1667859628
216,mackay,-21.15,149.2,77.68,62,1,14.18,AU,1667859629
217,maniitsoq,65.4167,-52.9,17.2,55,0,7.63,GL,1667859629
218,bengkulu,-3.8004,102.2655,73.94,92,100,3.29,ID,1667859629
219,hami,42.8,93.45,44.46,31,100,2.26,CN,1667859630
220,acari,-15.4311,-74.6158,75.4,50,0,7.34,PE,1667859630
221,palmer,42.1584,-72.3287,66.61,27,0,12.66,US,1667859481
222,kindu,-2.95,25.95,71.53,86,100,0.6,CD,1667859631
223,santa ines,-3.6667,-45.38,77.05,88,100,5.73,BR,1667859631
224,bonthe,7.5264,-12.505,78.57,85,99,5.08,SL,1667859631
225,manaure,11.7751,-72.4445,78.58,83,100,5.53,CO,1667859632
226,siddipet,18.1,78.85,67.14,66,60,1.74,IN,1667859632
227,mayo,38.8876,-76.5119,75.36,44,0,4.61,US,1667859633
228,ponta do sol,32.6667,-17.1,70.72,87,77,2.84,PT,1667859633
229,anyama,5.4946,-4.0518,79.61,84,96,2.98,CI,1667859634
230,meridian,43.6121,-116.3915,49.15,51,0,12.66,US,1667859634
231,san quintin,30.4833,-115.95,68.31,67,85,14.92,MX,1667859634
232,chernyshevskiy,63.0128,112.4714,14.43,96,100,2.37,RU,1667859635
233,copacabana,6.3463,-75.5089,71.94,73,40,9.22,CO,1667859635
234,nicoya,10.1483,-85.452,77.59,90,100,3.42,CR,1667859635
235,salinopolis,-0.6136,-47.3561,78.04,87,95,7.45,BR,1667859636
236,juterbog,51.9833,13.0833,53.71,85,98,10.54,DE,1667859636
237,comodoro rivadavia,-45.8667,-67.5,73.26,31,20,23.02,AR,1667859562
238,namatanai,-3.6667,152.4333,82.6,74,83,4.21,PG,1667859637
239,rawson,-43.3002,-65.1023,68.34,48,97,9.06,AR,1667859358
240,honiara,-9.4333,159.95,84.04,73,40,3.47,SB,1667859638
241,port elizabeth,-33.918,25.5701,64.31,85,0,10.36,ZA,1667859638
242,fair oaks,38.6446,-121.2722,60.24,49,40,11.5,US,1667859639
243,san andres,12.5847,-81.7006,82.42,74,75,8.05,CO,1667859639
244,tuatapere,-46.1333,167.6833,62.89,53,98,1.72,NZ,1667859640
245,flin flon,54.7682,-101.865,10.24,72,75,6.91,CA,1667859640
246,bela,25.9333,81.9833,68.83,55,78,2.95,IN,1667859641
247,kwekwe,-18.9281,29.8149,69.69,76,100,2.44,ZW,1667859642
248,coldwater,41.9403,-85.0005,51.89,43,0,5.75,US,1667859642
249,college,64.8569,-147.8028,19.8,68,100,3.44,US,1667859642
250,namibe,-15.1961,12.1522,68.76,76,3,9.31,AO,1667859643
251,druzhba,52.0428,33.9453,36.91,75,89,10.33,UA,1667859643
252,ovre ardal,61.3167,7.8,37.99,98,100,2.3,NO,1667859644
253,smolenka,52.1352,113.4974,12.27,100,84,2.24,RU,1667859644
254,kijang,35.2442,129.2139,40.73,45,0,5.35,KR,1667859435
255,huilong,31.8111,121.655,55.92,79,0,4.7,CN,1667859645
256,kavaratti,10.5669,72.642,81.36,73,37,5.28,IN,1667859645
